author,published_at,updated_at,like_count,text
@FirinnOnair,2023-02-11T20:56:04Z,2023-02-11T20:56:04Z,1,"Well, that was a waste of time."
@ripteye,2023-02-11T19:44:00Z,2023-02-11T19:44:00Z,0,Truth upon truth.
@nathancarr3916,2023-02-11T19:14:01Z,2023-02-11T19:14:01Z,0,when    ...not whenever...syntax error
@exploreinfinity5681,2023-02-11T18:03:59Z,2023-02-11T18:03:59Z,0,The cover showing Earth&#39;s solar system in relationship to the galaxy core isn&#39;t even close to being accurate. Earth is only about 1/4th the distance from the galaxy core to the circumference of the galaxy. It&#39;s closer to the core than the rim. You&#39;re depicting outdated information. People are on the planet Earth because they chose to incarnate here. There&#39;s no mystery.
@Mr.S369,2023-02-11T17:44:07Z,2023-02-11T17:44:07Z,1,"Actually, this just feeds the anxiety and magnifies the purposelessness of it all. But we&#39;ve always been after better technology. So, we&#39;ll invent some that can do it better than us and destroy us in the process just to confirm the abject meaningless of our collective history.<br>Cheers!"
@trsdarrin,2023-02-11T17:05:54Z,2023-02-11T17:05:54Z,0,Now I know why I always loved throwing the frisbee.
@josephadams3644,2023-02-11T17:02:07Z,2023-02-11T17:02:07Z,0,This makes me want to know Jesus more.
@steven6888,2023-02-11T16:58:05Z,2023-02-11T16:58:05Z,0,For a short video it said an awful lot. Great video thank you yeah OK.
@dianaarmstrong8820,2023-02-11T16:46:39Z,2023-02-11T16:46:39Z,0,"Wow, that sure puts things in perspective 😟😏"
@georgefranklin2738,2023-02-11T16:16:20Z,2023-02-11T16:16:20Z,0,Korihor
@justlikethat300,2023-02-11T14:00:25Z,2023-02-11T14:00:25Z,0,"I just watched this. Our time on this planet will end one day. But, until then I&#39;ll live knowing the difference between Right and Wrong. Hopefully, my family &amp; friends, Will show to they&#39;re own family &amp; friends the Right way, also. And when I&#39;m gone. They&#39;ll remember me that I did it Right.<br>I&#39;m not perfect. But, better then most.I do remember, monkey does see , monkey will do do the same. <br>Teach your children the Right way.<br>I&#39;d learned the wrong way from my father, my he rest in peace. <br>Wishing everyone on the Earth,<br>Success, Happiness and the most important Love."
@truthseekerKJV,2023-02-11T13:37:57Z,2023-02-11T13:37:57Z,0,"It&#39;s clear that the voice on the video either doesn&#39;t know, or refuses to believe that we can know why we are on the earth, and what is expected of us while we are here for the short time that we have.  And why the earth is filled with hatred, violence, disease, wickedness and death.  <br>The unedited and completely truthful answers to these questions are found only in the King James bible, and once you begin to read this collection of 66 books that were written by over 40 authors over 3 continents spanning a 1500 year timeframe, you will discover that these books all speak on exact same subject of your life here on earth, and your eternal life after you die, and whether that eternal life will be spent with your creator Jesus Christ in everlasting bliss, glory, and pleasures forevermore, or in a placed call the lake of fire, also known as hell, where the suffering and torment is never ending because you rejected the gift of God which is eternal life in Christ Jesus our Lord."
@gogigogi8835,2023-02-11T13:34:52Z,2023-02-11T13:34:52Z,1,Is this supposed to be motivational video? :D :D
@chaseshadow,2023-02-11T13:30:21Z,2023-02-11T13:30:21Z,1,THIS IS FAKE AND A MANUFACTURED REALITY.
@terrymccannminder748,2023-02-11T12:25:17Z,2023-02-11T12:25:17Z,0,"One rule for life, never eat a Bombay bad boy pot noodle when you have belly pains."
@miashfaqueahmed,2023-02-11T11:41:57Z,2023-02-11T11:41:57Z,0,Islam will give you a purpose for life ❤️
@karayuone5623,2023-02-11T11:24:13Z,2023-02-11T11:24:13Z,0,Whatever you said is reflected in end of suratul Maryam 19 last verse &quot;haltuhisu minhum min ahdhi wa tasma rijza&quot; <br>&quot;Do you hear(past generations)their whispers or any sounds from them?&quot;
@sothisishowusernameswork.2043,2023-02-11T11:16:51Z,2023-02-11T11:16:51Z,1,Way to give people an extisential crisis.
@mirvetloli1309,2023-02-11T10:10:11Z,2023-02-11T10:10:11Z,0,"Therefore, it is good to be a Muslim. Your life is organized. Not as you said in the video. For some stupid reason, everyone will be held accountable for their mistakes, and others will be rewarded for their patience. Some stupid people lived a full life and died, knowing in the end that Muslims are right. Most foreigners spend their lives trying to make freedom enter everything. They have unlimited sex until it makes them hate the opposite sex and want Experiencing sex with the same sex and then justifying it with stupid genes that correct scientific articles always confirm that those genes that homosexuals claim exist are not true.Regardless of the fact that it is an innate act, and all monotheistic religions prohibit it, cohabitation and other actions, I heard one of these people say that in the end he does not bear the costs of marriage and that cohabitation is better if you really are. We are. Love each other as you say, you were going to marry again, so why should a girl make herself a commodity and get married, she does not like the feeling when she is someone&#39;s property and her lover does not feel ashamed and cuckold when he knows that about her previous relationship and that she slept with a man before him regardless that Christianity forbids adultery and eating Pork and see for yourself. If you are a Christian who does not practice your religion, you live your whole life disorganized like children. What is the point of wasting your life in vain and claiming to be a Christian? And atheists are stupid too. Think logically with me. You are an atheist. Isn&#39;t that the case if you touch somethingwill move. You are the reason for it. This means that we humans have a reason and there is no reason in this life without a reason. This goes against the laws of physics according to Newton&#39;s first law. The principle of inertia. Check it out for yourself. I wrote an article here. I will not go on to explain here anyway in Christianity also how there can be three gods at the same time, the Father, the Holy Spirit and Jesus. No matter how good they are, they will differ in some things, leaving you confused and confused by their difference as well. So it makes sense that there is only one God. Would another mother come to share with your mother in your upbringing and offer you her ideas, and what if she is bad, you are young and you do not realize that, then you will become confused between your first and second mother, so it is better to have one mother"
@MrDavemiley,2023-02-11T10:01:11Z,2023-02-11T10:01:11Z,0,Well said !
@islandjazz2240,2023-02-11T09:28:37Z,2023-02-11T09:28:37Z,0,"There is a real purpose for us living on this wonderful Earth for a very short time. As measured  in cosmic Time. If you believe hard enough looking for this purpose then you will find it. Go on now, go look for it with all your heart, mind and body."
@why-u-alive,2023-02-11T08:40:50Z,2023-02-11T08:40:50Z,0,thanks
@rextedsacnamul8141,2023-02-11T07:55:44Z,2023-02-11T07:55:44Z,0,the only people that will cherish us are the people that we gave our love care and time. those who will pray us everyday before they will go to sleep   is our family wife and children..its nice to receive prayers when we die from our love one...
@rextedsacnamul8141,2023-02-11T07:46:29Z,2023-02-11T07:46:29Z,0,live to be happy and enjoy life to the fullest..if you are thinking earthly happiness it will remain short and will eventually die in this rock but if you enjoy life with prayer and believed that their is life after death with the lord it will give a meaning of your one life and happy to die of something that is spiritually..but some of geniuses mind created immortally until this time but one day they can discover it and maybe the possibilities of the universe can be achieved and that is huge impact of life maybe..
@lenawagner6405,2023-02-11T07:18:31Z,2023-02-11T07:18:31Z,0,"You are a ball of energy inside a disposable envelope, intelligent, energetic and independent energy, created by a super source of omnipotent,  all-knowing and omni-present energy, without an disposable envelope, so we cannot see this God-beieng. Energy, once formed cannot be destroyed!  So when you die, you only lose your envelope/body. Energetic you are free to learn from experiences, and therefore make choices, good or bad. The earth is our womb, our mother that nourishes us. We need to respect our earth, our lovely planet with all the different inhabitants. But do we always?"
@markmcelligott2542,2023-02-11T06:01:02Z,2023-02-11T06:01:02Z,0,"Wow, how hopeless and futile. I prefer to believe my life has eternal consequences and my choices impact others, and thereby the whole"
@JasperAsher-lv1yg,2023-02-11T05:22:06Z,2023-02-11T05:22:06Z,0,"GOD JESUS the creator of the universe and heaven and earth, the creator of everything. When we die, we will see him in person, face to face and we will be judge by HIM according to what we did here on earth. Only two ways to go, either Heaven or Hell."
@1005010J,2023-02-11T04:55:21Z,2023-02-11T04:55:21Z,0,Nihilism. With images.
@zauylee1924,2023-02-11T03:31:03Z,2023-02-11T03:31:03Z,0,"This makes no sense to me. Just because I am small as fuck compared to the value of the galaxy, it doesnt mean anything to be sad ? It doesnt fucking matter, I am sad cuz of something and I want to try to be happy, like every human does. „You are sad, but hey u r soooo small if u look from the galaxy on the earth, so its whatever!“ ????"
@StaticBlaster,2023-02-11T03:16:59Z,2023-02-11T03:16:59Z,0,"This is an extremely well-articulated, grandiloquent soliloquy/perspective on life and of our place within the universe."
@vallikescrackers-28,2023-02-11T02:23:39Z,2023-02-11T02:23:39Z,0,Idk how my anxiety has changed
@Steve-kl3mo,2023-02-11T01:03:04Z,2023-02-11T01:03:04Z,0,"I certainly understand how small we are and how small the place we live is in comparison to the vast universe. However, I have a personal relationship with the creator of it all and he even knows my name. 😃👍"
@suratunbegum7506,2023-02-11T00:58:09Z,2023-02-11T00:58:09Z,0,Good video.
@smokiecowboy,2023-02-11T00:34:42Z,2023-02-11T00:34:42Z,0,This video just made me feel WORSE!
@cinargey6873,2023-02-10T23:22:55Z,2023-02-10T23:23:22Z,0,"Very wrong perspective. If one is alive and exists then the universe and the World exist for him. Everyone is the centre of the universe for himself/herself. Because without one&#39;s existence, there is no universe for him/her although how small he may be compared to the vast universe. One can only see, feel and understand the Universe if he/she is alive. <br>I am the centre of the universe for myself and I am the most important being in the Universe for me."
@timanderson5723,2023-02-10T22:55:37Z,2023-02-10T22:55:37Z,0,If avoiding suffering is important to you then what you do and how you do it is very important.
@jasonga,2023-02-10T22:12:59Z,2023-02-10T22:12:59Z,0,Aw fuck I feel worse now…….
@jasonga,2023-02-10T22:12:28Z,2023-02-10T22:12:28Z,0,Life seems a waste of …….  Time?…….. but that’s not really right…..blink and it’s over……..
@dawsonschmader9557,2023-02-10T22:09:01Z,2023-02-10T22:09:01Z,0,This is worst than anxiety 😟
@jdog667,2023-02-10T21:44:41Z,2023-02-10T21:44:41Z,0,Earth is just the birthplace of souls
@loddarmaddaus9271,2023-02-10T20:31:48Z,2023-02-10T20:31:48Z,1,"<a href=""https://www.youtube.com/watch?v=4Tm6Z1y3h94&amp;t=144"">2:24</a>"
@justsomesaltyboi8716,2023-02-10T20:14:05Z,2023-02-10T20:14:05Z,0,"bruh lmao, &quot;nothing matters&quot; is not something that helps stress. it just incites suicides!"
@gregengland5178,2023-02-10T19:51:39Z,2023-02-10T19:51:39Z,0,Simple correction.  We are not magnetized to the Earth.   It some kind of shit called gravity.
@jerroldbates355,2023-02-10T19:07:19Z,2023-02-10T19:07:25Z,0,"Cool, an Atheist channel."
@hhhstar,2023-02-10T18:18:57Z,2023-02-10T18:19:36Z,0,This is creepily depressing.
@Diordreams.,2023-02-10T18:10:46Z,2023-02-10T18:10:46Z,0,<b>To summarise - you’re insignificant. Then you’re dead.</b>
@aussiedownunder4186,2023-02-10T17:30:56Z,2023-02-10T17:30:56Z,0,Excellent. Now I know my troubles will be over when I die! 😂😂😂 Thanks for That!
@K.shitiz,2023-02-10T17:21:09Z,2023-02-10T17:21:09Z,0,its feel all ours lifes and exestice dosent afft us buts its deep everyone is connected.
@K.shitiz,2023-02-10T17:18:47Z,2023-02-10T17:18:47Z,0,its so blessed to born as human its feel like a dream u can do things and control ur mind<br>think if u was born a animal mammal in ancient time u wre dead being human is lucky love yourself life only comes 1 time.
@clint6394,2023-02-10T16:30:03Z,2023-02-10T16:30:03Z,0,A rather contradictory title!!
@albertham626,2023-02-10T15:54:31Z,2023-02-10T15:54:31Z,0,Very negative stuff not good for the growth of your mind
@nickdiaz3737,2023-02-10T15:20:51Z,2023-02-10T15:21:40Z,1,I&#39;ve always tried to find good in every person I meet.<br>Even negative  mean people.<br>And that makes my life better instead of having the stress of hate or the uncomfortable feeling of disliking anyone..<br>Iam 74 and don&#39;t have ache and pains.<br>Other than being lonely because my wife passed .iam very healthy...
@patersondash5531,2023-02-10T14:33:13Z,2023-02-10T14:33:13Z,0,This video is my top 1 of my life
@davidblack7528,2023-02-10T14:04:39Z,2023-02-10T14:04:39Z,85,"It is important to watch this video to realize our insignificance over time because it humbles us on our over-inflated egos that are so often selfish.  But even more important is how we must decide if we are a physical body and a mind that dies, or are we a SPIRIT trapped in a physical body that has a chance for eternal life."
@daisychains2596,2023-02-10T12:10:40Z,2023-02-10T12:10:40Z,0,you all forgot GOD
@johnaspinall3200,2023-02-10T12:05:52Z,2023-02-10T12:05:52Z,0,Only the material  body dies. The spirit soul  is reincarnated  again  and again  here or on other planets .depending  on your karma.
@swertooo,2023-02-10T10:38:19Z,2023-02-10T10:42:05Z,1,"I am not famous, there is nothing written about me, I have almost no family or friends, there will be no record I ever existed apart from a birth registry on some government database. I find it calming, yet still with a bit of sadness that when I die I will be just another one of the billions of completely forgotten people of history."
@francoislegrange395,2023-02-10T09:58:10Z,2023-02-10T09:58:10Z,0,You are delusional  hypnotized  by your controllers completely  mindfucked you should do some serious  introspection you have been lied to by your handlers you are in a school created by your creator wake the fuck up and stop misleading people
@anonymou5spaz940,2023-02-10T09:04:26Z,2023-02-10T09:04:26Z,0,This made my anxiety 50x worse
@niccolosun3416,2023-02-10T09:00:01Z,2023-02-10T09:00:01Z,6,"Perfect timing - I think I’ve hit a road block, no energy, close to breaking, dead end… trying to find the motivation to keep winning and looking for purpose without luck. A mid life crisis - could it be? <br><br>A sign to enjoy and live the moment 🙏🏽"
@MrPaulc222,2023-02-10T07:00:05Z,2023-02-10T07:00:05Z,0,I could easily wonder what the point is and top myself :}
@riproar11,2023-02-10T06:44:40Z,2023-02-10T06:44:40Z,0,Easier said than done if you have a female manager.
@tonybarfridge4369,2023-02-10T06:30:16Z,2023-02-10T06:30:16Z,0,"You&#39;re wrong about life being meaningless, and the worst thing you can do is be yourself!"
@LOLONO666,2023-02-10T05:50:07Z,2023-02-10T05:50:07Z,0,it&#39;s funny to think that we were made with debris from space
@Livehonestly2024,2023-02-10T04:33:46Z,2023-02-10T04:33:46Z,0,"You die physically not your soul, you go on !!!"
@bbnks1,2023-02-10T02:56:41Z,2023-02-10T02:56:41Z,0,This is the most depressing video I have ever watched.
@icabod9345,2023-02-10T01:46:01Z,2023-02-10T01:46:01Z,0,Seems pointless unless you have a belief system.
@Leo-yo6wz,2023-02-09T23:16:43Z,2023-02-09T23:16:43Z,89,"I’m 35 and I live in a beautiful town in England called Cheltenham, look it up it’s great. I’m a plasterer, pretty insignificant but I make people happy by improving their homes hopefully. Life isnt all about money, materials or possessions. It’s about your family and loved ones, being kind to people, experiencing different cultures and giving to people less well off. <br>I have a son who is about to turn one and he is my world. All though it’s nice to feel insignificant and when your stuck in your own head or can’t get through certain problems, remember to your nearest and dearest you are the most significant person and please don’t take that for granted. You are special so take this advice because I also need it,, put your phone down and spend more time with the people you love the most. Love to all ❤"
@Mark_catface,2023-02-09T22:41:35Z,2023-02-09T22:41:35Z,0,<b>brain overload</b>
@riobravo1961,2023-02-09T21:12:06Z,2023-02-09T21:13:30Z,0,"Me : I just got knee surgery , in pain , a bit worried, Oh look at this vdeo I&#39;ll check out !<br>5 seconds into it...wow! Some people are brainless to think life&#39;s worthless, no reason to live, an Ape🦧 is my closest relative and I&#39;m a &quot;transformer&quot;  , yeah! I can be a boy and transform myself into a girl ! ... alright!👍 no hope for the future, no God to think of, no Jesus , no hell below us , above us only sky&quot; 🎵 🎶.<br>Lord Jesus have mercy on this little planet and it&#39;s brainless people! No I&#39;m more worried than before!🤯"
@michaelburke6552,2023-02-09T18:40:20Z,2023-02-09T18:40:20Z,0,Interesting video and so very true.
@PanaGringoBarefootBass,2023-02-09T18:39:28Z,2023-02-09T18:39:28Z,1,Why is this making me almost dying from laughter?
@fruitcakedrifter1286,2023-02-09T17:57:54Z,2023-02-09T17:57:54Z,0,This is complete CGI  BS....A 5th grader asked&quot;Why didn&#39;t the astronots put a camera on the moon showing earth revolving in real time?&quot;...answer because they can&#39;t and it doesn&#39;t!!!!!
@kritikadadwal3250,2023-02-09T16:41:45Z,2023-02-09T16:41:45Z,0,this video finally provides much needed relief . Peace ✌️
@kritikadadwal3250,2023-02-09T16:39:55Z,2023-02-09T16:39:55Z,0,💯
@marywolfe9946,2023-02-09T15:31:11Z,2023-02-09T15:31:11Z,1,Don&#39;t forget about God.
@pmajudge,2023-02-09T14:47:03Z,2023-02-09T14:47:03Z,0,"OUTSTANDING!!!      LOVED IT !      A TRILLION THANKS !!!     FROM , U.K. (2023)."
@theepicdevil7892,2023-02-09T14:33:04Z,2023-02-09T14:33:04Z,0,I will stop worrying the day human beings focus on wat is right rather then wat is powerful
@damian-795,2023-02-09T14:09:21Z,2023-02-09T14:09:21Z,0,This video is so depressing it`s funny 😁🤣🤣
@gemkrause,2023-02-09T12:00:57Z,2023-02-09T12:00:57Z,0,This is now my new fave video
@Sunrazor,2023-02-09T11:54:40Z,2023-02-09T11:54:40Z,0,"Time does (probably) not exist. Or all things exist at the same time no matter the time. It is a concept we made to understand change. There is probably another you, aware of his or her existence, in another part of time. At the same time."
@andreiandries1581,2023-02-09T11:43:19Z,2023-02-09T11:43:19Z,0,So... I&#39;m not anxious anymore but terribly depressed.
@jewishbanana7055,2023-02-09T10:42:54Z,2023-02-09T10:42:54Z,0,Astronauts watching the first 20 seconds: 🗿
@MICHAEL-ys3pu,2023-02-09T10:21:20Z,2023-02-09T10:21:20Z,0,This bloke has it worked out.
@skyepiea2891,2023-02-09T08:30:30Z,2023-02-09T08:30:38Z,0,"Yes, but perspective works both ways."
@mattakeet773,2023-02-09T07:02:18Z,2023-02-09T07:02:18Z,0,Well that’s depressing.
@racmorr007,2023-02-09T06:04:58Z,2023-02-09T06:18:00Z,0,"This is so depressing. You come from nothing mean nothing and are headed for nothingness.<br>Your past was an accident and your future is obsolete. <br>Why people find it so hard to believe that there is an incredibly intelligent and loving Being that made all this and put us here for a purpose is beyond me.<br>The complexity of the simplest life form is impossible without intelligent design. And if He made us what do we mean to Him. <br>Well that same Being walked this earth. We have historical documentation to attest to the fact. He declared He did it to reclaim us from the hell we sunk ourselves into. He is either the most delusional liar or He was telling the truth.<br> We are in the middle of a war right now, thats the source of the death and heartbreak and misery on this planet....have been since the beginning, but it&#39;s coming to its close very very soon. And He has promised us such a bright and beautiful future.<br><br>Why would you rather believe this guy and others like him that your existence means nothing .<br><br>Believe on the Lord Jesus and you will  be saved. For God so loved the world that He gave His only begotten Son that whosoever believeth in Him should not perish but have eternal life."
@XyscusProductions,2023-02-09T04:49:38Z,2023-02-09T04:49:38Z,0,"This is the dumbest take lol. &quot; Don&#39;t feel nervous about that interview, you will die and nothing matters!&quot;. Don&#39;t be a space fan. Be a Earth enjoyer."
@kellwng,2023-02-09T04:21:03Z,2023-02-09T04:21:03Z,0,you are not helping people
@circomnia9984,2023-02-09T03:41:29Z,2023-02-09T03:41:29Z,0,"You forgot to mention that in the big scheme of things, this entire planet will have existed for only a minute. That everything that has ever lived or died on it, everything will be gone in the blink of an eye. Even the deepest oceans will boil away. No constructions will remain to say that life even existed here. <br><br>Sounds kinda bleak, but really it&#39;s very inspirational. It means you have to MAKE your life have meaning. To you, to your loved ones, to everybody around you. Nobody else can or will do it for you. Make your moment count, it&#39;s all you&#39;re going to get."
@MrDemonseed666,2023-02-09T03:19:11Z,2023-02-09T03:19:11Z,0,That shit was depressing..:/
@okaygoogle781,2023-02-09T03:08:50Z,2023-02-09T03:08:50Z,0,"BS BS BS. We&#39;re huge, the centre of creation. We&#39;re flat, there is no space. There is no galaxies, planets, Mars. Empty weightless space in a vacuum. All a myth. We&#39;re taught this big lie to distance is from GOD. If you believe this bull you&#39;ve been watching too many movies or TV.."
@enzocar72,2023-02-09T02:44:12Z,2023-02-09T02:44:44Z,2,Every one of us will die twice.<br>Once when we take our last breath and secondly the last time our name is spoken ❤️
@eventvisionsinc,2023-02-09T00:04:45Z,2023-02-09T00:04:45Z,1,We are carbon copies made in his image.
@danw5157,2023-02-08T23:45:52Z,2023-02-08T23:45:52Z,1,"If you think the universe came from nothing, via a big bang, colliding particles flying through space, you a moron."
@joemay2640,2023-02-08T22:48:01Z,2023-02-08T22:48:01Z,0,A little foolishness now and then cherished by the wisest men.
@rodneyspence7441,2023-02-08T21:50:56Z,2023-02-08T21:55:16Z,0,"Wow- Great encouragement for someone depressed and contemplating suicide - BS!! Great encouragement for criminals too - why feel guilty about robbing, raping, and murdering other people when their lives are meaningless anyways? Great public service announcement moron."
@marioaguero7550,2023-02-08T20:34:10Z,2023-02-08T20:34:10Z,0,"Starting in <a href=""https://www.youtube.com/watch?v=4Tm6Z1y3h94&amp;t=128"">2:08</a>, you said “all we did, all we said, all acted on, will be dead. We’ll all be gone.”<br><br>Oh boy, have I got a surprise for you."
@Sunshinexskittles,2023-02-08T20:01:50Z,2023-02-08T20:01:50Z,0,This is my kinda meditation 🧘‍♂️
@somesweetdreamm,2023-02-08T19:10:48Z,2023-02-08T19:12:48Z,1,"This is only going to give people a reason to be more self-absorbed and anxious. Not true. To imply that Hitler, for example, did ‘nothing’, merely because he died, is obviously absurd. So why should we say this about anyone else? Everything everyone does has an indirect impact on the sequence of civilization itself regardless of talent or status. The idea that human beings will ‘vanish into the abyss of nothingness’ and that ‘nothing they do will matter anyway’ gives them no reason to aspire toward the good. No one has ever been able to prove such claims. So if you’re going to speak hypothetically, at least give people a substantial reason to be better human beings. That, or retitle the video."
@lifelongpatriot3695,2023-02-08T18:08:22Z,2023-02-08T18:08:22Z,0,Wonderful perspective!
@jacqueline4169,2023-02-08T16:57:13Z,2023-02-08T16:57:13Z,1,Made up!!<br>Who said!!<br>Your opinion not mine ❣️
@rizkhan3368,2023-02-08T16:02:53Z,2023-02-08T16:02:53Z,0,"you dont why you are here speak for yourself , i know , your dumb arse believe that the whole universe is an accident and made itself , thats why you think the way you think."
@RoccoMax100,2023-02-08T15:38:08Z,2023-02-08T15:38:08Z,1,"This channel is changing my life, in the best possible way.  I’ve never felt more human and this is great because I’ve always lived thinking I was the only thinking these thoughts, feeling these feelings.  Nope, what a comfort to realize I’m so normal."
@debanjonsaha276,2023-02-08T11:22:06Z,2023-02-08T11:22:06Z,0,These i am thinking 🤔 in every time . your concept and my concept are really speach less.we forgot to leave our life.we are stuck by the generation of time.leaving these words ☄️
@danny-li6io,2023-02-08T08:00:17Z,2023-02-08T08:00:17Z,0,Most people never even get to know themselves.
@stephenriley118,2023-02-08T06:58:29Z,2023-02-08T06:58:29Z,0,"Yet the famous Michelson-Morley experiment failed to detect that the Earth was moving in any way.  Aries failure was called that because this experiment proved the Earth was stationary.  Then Hubble proved that everything was moving away from us putting us at the centre of creation.  So after a few meetings and some creative spin they came up with the &quot;Baloon&quot; story saying that wherever you are everything looks like it&#39;s moving away like dots on a balloon,  The trouble was the math didn&#39;t work with this piece of spin so after another series of meetings they came up with Dark matter.  And used circular reasoning to prove it exists.  The maths proves it exists. because the math doesn&#39;t work with out it.  Even though if you just say &quot;we are in the middle&quot; you no longer need it to exist.  I have simplified it a bit but the truth is.  We hold a favoured position in the universe because God put us here.  Earth is not an insignificant spec and you have the spark that was given to you by a God who adores you and wants you to wake up to the lies by those evil people who have sent millions of our children into wars so they can profit.  There is no evolutionary reason why a father would die to save a child or a mother would starve to save another one.  These are qualities science fails to explain but knowing the truth it makes perfect sense.  Trust the science?  No thank you."
@beauxrichards4245,2023-02-08T06:15:56Z,2023-02-08T06:15:56Z,0,"Life is like a mustard burp, momentarily tangy and then forgotten in the air. <br>-Things to do in Denver when you’re dead."
@GregArmWrestling,2023-02-08T06:14:05Z,2023-02-08T06:14:05Z,0,"&quot;Like a single frame in a movie, you could be removed from this earth, and no one would notice you ever lived.&quot;<br> This title: Relieve stress or anxiety<br>Thanks man. I am way less stressed, I&#39;m just depressed now."
@readmore3634,2023-02-08T04:19:36Z,2023-02-08T04:19:36Z,0,"I realized the odds (indescribably slim) of being born a human on this great planet a long time ago. At 63 I&#39;ve played almost every sport and game, rode almost every type of vehicle, flown about 5 different airplanes, built my house, opened my own business and raised a family of 4 kids and have a wonder wife. <br>    There are times I&#39;m so happy I wasn&#39;t born a slug. I have a great life....the rest is just blue sky now. The kids come over almost every weekend and the wife and I now travel the world.<br>    I realize the odds (indescribably slim) of being given another life here....I&#39;d prolly do it all over again."
@remnantime3672,2023-02-08T03:45:19Z,2023-02-08T03:45:19Z,0,"You are worried about life or anxious or sad or depressed it&#39;s all because you are going to face death someday....why because <br>NKJV, Romans 6:23<br>For the wages of sin is death, but the gift of God is eternal life in Christ Jesus our Lord."
@mickey7065,2023-02-08T03:25:26Z,2023-02-08T03:25:26Z,0,"Hello, does anyone know I&#39;m here?🤷🖕"
@slowdancer5563,2023-02-08T02:37:40Z,2023-02-08T02:37:40Z,0,Yup!
@Joseph-hs7nf,2023-02-07T21:46:34Z,2023-02-07T21:46:34Z,0,"Pursuit of Wonder makes some amazing videos, but I do not know if any of this is true. In fact, it seems we live on a flat earth plane and that the sun and moon revolve around the earth. The globe and outer space appear to be science fiction. It seems we have incarnated here, on the earth, at the center of the universe, crafted by intelligent design, and that each and all of our lives have a deep and profound and inherent meaning. Perhaps each of us simply has to discover what our destiny is."
@shloomyshloms,2023-02-07T20:57:13Z,2023-02-07T20:57:13Z,0,"when you do comprehend how small and unimportant we all are, you realize nothing matters and we should all run amok."
@frankhenry645,2023-02-07T18:52:44Z,2023-02-07T18:52:44Z,0,Thanks 😊
@AmericanMinutemen,2023-02-07T18:07:10Z,2023-02-07T18:07:10Z,0,Read The Bible. Your life is NOT a meaningless event in a vast &quot;universe&quot;. That is a lie from satan to detract from faith in The Living God.
@jessica1733,2023-02-07T17:14:44Z,2023-02-07T17:14:44Z,0,"this was sad, scary and depressing"
@gilbertogonzalez3238,2023-02-07T15:23:39Z,2023-02-07T15:23:39Z,0,what a dork
@opoxious1592,2023-02-07T13:04:12Z,2023-02-07T13:11:44Z,0,"My life is infinite.<br>I will go on into the far future, when everybody who reads this in 2023 will be far gone within 100 years or so (Maybe in about 125 years)<br>And even when people are dying, their words, voices and even appearence can be seen for as long as humantiy will exist due digital footage. or even books and photographs.<br>Having that said, every human has a spirit, that will continue, after the body has ceased functioning."
@andreearadoi9597,2023-02-07T11:17:14Z,2023-02-07T11:17:14Z,0,This freaks me out even more
@ablarousse5273,2023-02-07T08:58:54Z,2023-02-07T08:58:54Z,0,"&quot;We are so small between the stars, so large against the sky . . . &quot; -- Leonard Cohen"
@ChrisG9978,2023-02-07T05:13:32Z,2023-02-07T05:15:52Z,0,"To summarize this video...&quot;All we are, is dust in the wind, dude. Dust. Wind. Dude.&quot; Bill and Ted, brilliantly explaining the meaning of life to So-crates. That&#39;s how you Philosophize."
@CharissaFM,2023-02-06T21:58:14Z,2023-02-06T21:58:14Z,0,"All I can say is...nothingness rages against our intellect. We know better, deep within. You and I were created by a loving and all-powerful God and this blip of a time on earth is for one reason: to trust Jesus and watch for His return, where He will end all evil and set up true life without end!"
@jimbowling8528,2023-02-06T20:28:48Z,2023-02-06T20:28:48Z,0,"Then again, maybe not."
@W.Khairi,2023-02-06T20:13:54Z,2023-02-06T20:13:54Z,0,"No body&#39;s life is worthless and yes there is an afterlife and yes we will meet our loved ones and yes we will live an eternal life and yes being nice does matter, and yes doing good does matter, and yes our existence does have a meaning"
@Tigof_,2023-02-06T16:39:34Z,2023-02-06T16:39:34Z,0,Legend has it Hitler watched this before invading the Soviet Union
@laurabriscoe1,2023-02-06T16:08:09Z,2023-02-06T16:08:09Z,0,Sure. Go for the spiritual bypassing 😘
@AbuAbdullah276,2023-02-06T06:02:50Z,2023-02-06T06:02:50Z,0,"“No one does”<br><br>Wrong, I certainly know why i am here!"
@tradewins,2023-02-06T00:53:53Z,2023-02-06T00:53:53Z,0,"No one knows why they&#39;re here, or for what? Bullshit.  This reality is a school.  You&#39;re here to learn and to serve (unless you choose the &quot;service to self&quot; approach)."
@draaikont8637,2023-02-05T21:11:31Z,2023-02-05T21:11:31Z,0,this reminds ne of the song &#39;wear sunscreen&#39;&#39;  from baz luhrmann. :) back then it was my stress out song
@dannycaplan6614,2023-02-05T19:48:27Z,2023-02-05T19:48:27Z,0,"The notion that you can alleviate anxiety by making the case that life is meaningless, is remarkably stupid."
@brucetowell3432,2023-02-05T18:53:24Z,2023-02-05T18:53:24Z,0,"Yes, WHO created the intelligent life?   God Bless us all, thank you Jesus for your shed blood at Calvery, and we can now have everlasting life!"
@SealAngel,2023-02-05T15:53:14Z,2023-02-05T15:58:07Z,2,"What an uplifting video, put me in a really good mood."
@jensswales,2023-02-05T14:17:56Z,2023-02-05T14:17:56Z,0,why be kind?
